VALUE,EVT_NAME,LFRDB,EVT_FUEL,EVT_Fuel_N,EVT_LF,EVT_PHYS,EVT_GP,EVT_GP_N,SAF_SRM,EVT_ORDER,EVT_CLASS,EVT_SBCLS,R,G,B,RED,GREEN,BLUE
7468,Atlantic Coastal Plain Streamhead Seepage Swamp-Pocosin-Baygall Woodland,7468,2468,Tr Atlantic Coastal Plain Streamhead Seepage Swamp-Pocosin-Baygall,Tree,Riparian,694,Atlantic Swamp Forests,LF 46: Atlantic Coastal Plain Swamp,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,216,216,191,0.847059,0.847059,0.74902
7469,Atlantic Coastal Plain Streamhead Seepage Swamp-Pocosin-Baygall Shrubland,7468,2468,Tr Atlantic Coastal Plain Streamhead Seepage Swamp-Pocosin-Baygall,Shrub,Riparian,694,Atlantic Swamp Forests,LF 46: Atlantic Coastal Plain Swamp,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,216,216,191,0.847059,0.847059,0.74902
7471,Southwest Florida Coastal Strand Shrubland,7336,2336,Tr Southwest Florida Coastal Strand and Maritime Hammock,Shrub,Shrubland,672,Hammocks,SAF 105: Tropical Hardwoods,Shrub-dominated,Shrubland,Deciduous shrubland,60,113,126,0.235294,0.443137,0.494118
7472,Southeast Florida Coastal Strand Shrubland,7337,2337,Tr Southeast Florida Coastal Strand and Maritime Hammock,Shrub,Shrubland,672,Hammocks,SAF 105: Tropical Hardwoods,Shrub-dominated,Shrubland,Deciduous shrubland,60,113,126,0.235294,0.443137,0.494118
7474,Tamaulipan Floodplain Shrubland,7467,2467,Tr Tamaulipan Floodplain Forest,Shrub,Riparian,666,Eastern Floodplain Forests,LF 42: Great Plains Riparian,Shrub-dominated,Shrubland,Deciduous shrubland,6,53,122,0.023529,0.207843,0.478431
7475,Tamaulipan Floodplain Herbaceous ,7467,2467,Tr Tamaulipan Floodplain Forest,Herb,Riparian,666,Eastern Floodplain Forests,LF 42: Great Plains Riparian,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,6,53,122,0.023529,0.207843,0.478431
7476,Tamaulipan Riparian Woodland,7467,2476,Tr Tamaulipan Riparian Systems,Tree,Riparian,668,Eastern Small Stream Riparian Forests,LF 42: Great Plains Riparian,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,6,53,122,0.023529,0.207843,0.478431
7481,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,7481,2481,Tr Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Tree,Riparian,694,Atlantic Swamp Forests,SAF 39: Black Ash-American Elm-Red Maple,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,50,137,168,0.196078,0.537255,0.658824
7482,Great Plains Prairie Pothole,7482,2482,He Great Plains Prairie Pothole,Herb,Riparian,650,Depressional Wetland,LF 43: Great Plains Herbaceous Wetland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,91,195,199,0.356863,0.764706,0.780392
7483,South Florida Everglades Sawgrass Marsh,7483,2483,Tr South Florida Everglades Sawgrass Marsh,Herb,Riparian,653,Atlantic Coastal Marsh,SRM 818: Florida Salt Marsh,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,153,0,1,0.6,0
7484,South Florida Wet Marl Prairie,7484,2484,He South Florida Wet Marl Prairie,Herb,Riparian,675,Inland Marshes and Prairies,SRM 819: Freshwater Marsh and Ponds,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,153,0,1,0.6,0
7485,East Gulf Coastal Plain Wet Prairie,7485,2485,Tr East Gulf Coastal Plain Savanna and Wet Prairie,Herb,Riparian,675,Inland Marshes and Prairies,SRM 819: Freshwater Marsh and Ponds,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,153,0,1,0.6,0
7486,Texas Saline Coastal Prairie,7486,2486,He Texas Saline Coastal Prairie,Herb,Riparian,675,Inland Marshes and Prairies,SRM 806: Gulf Coast Salt Marsh,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,153,0,1,0.6,0
7487,Texas-Louisiana Coastal Prairie Pondshore,7487,2487,He Texas-Louisiana Coastal Prairie Pondshore,Herb,Riparian,675,Inland Marshes and Prairies,SRM 711: Bluestem-Sacahuista Prairie,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,137,64,1,0.537255,0.25098
7488,Eastern Great Plains Wet Meadow-Prairie-Marsh,7488,2488,He Eastern Great Plains Wet Meadow-Prairie-Marsh,Herb,Riparian,650,Depressional Wetland,LF 43: Great Plains Herbaceous Wetland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,91,195,199,0.356863,0.764706,0.780392
7489,Floridian Highlands Freshwater Marsh,7489,2489,Tr Floridian Highlands Freshwater Marsh,Herb,Riparian,675,Inland Marshes and Prairies,SRM 819: Freshwater Marsh and Ponds,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,153,0,1,0.6,0
7500,South Texas Salt and Brackish Tidal Flat,7500,2498,Sps Gulf and Atlantic Coastal Plain Sparsely Vegetated Systems,Sparse,Sparsely Vegetated,700,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated,100,100,100,0.392157,0.392157,0.392157
7501,Southern Atlantic Coastal Plain Nonriverine Swamp and Wet Hardwood Forest,7501,2501,Tr Southern Atlantic Coastal Plain Nonriverine Swamp and Wet Hardwood Forest,Tree,Riparian,694,Atlantic Swamp Forests,SAF 97: Atlantic White Cedar,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,216,216,191,0.847059,0.847059,0.74902
7502,Central Appalachian Dry Oak-Pine Forest,7369,2502,Tr Central Appalachian Dry Oak-Pine Forest,Tree,Conifer-Hardwood,664,Chestnut Oak-Virginia Pine Forest and Woodland,SAF 44: Chestnut Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,13,69,133,0.05098,0.270588,0.521569
7503,Chihuahuan Loamy Plains Desert Grassland,7503,2503,He Chihuahuan Loamy Plains Desert Grassland,Herb,Grassland,617,Grassland,SRM 701: Alkali Sacaton-Tobosa Grass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,204,51,1,0.8,0.2
7504,Chihuahuan-Sonoran Desert Bottomland and Swale Grassland,7504,2504,He Chihuahuan-Sonoran Desert Bottomland and Swale Grassland,Herb,Riparian,650,Depressional Wetland,SRM 701: Alkali Sacaton-Tobosa Grass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,204,51,1,0.8,0.2
7505,Ouachita Novaculite Glade and Woodland,7505,2505,Tr Ouachita Novaculite Glade and Woodland,Tree,Hardwood,662,Post Oak Woodland and Savanna,SAF 40: Post Oak-Blackjack Oak,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy,85,187,194,0.333333,0.733333,0.760784
7506,West Gulf Coastal Plain Nonriverine Wet Hardwood Flatwoods,7506,2506,Tr West Gulf Coastal Plain Nonriverine Wet Hardwood Flatwoods,Tree,Riparian,673,Hardwood Flatwoods,SAF 88: Willow Oak-Water Oak-Diamondleaf Oak,Tree-dominated,Open tree canopy,Deciduous open tree canopy,145,255,115,0.568627,1,0.45098
7507,Ozark-Ouachita Shortleaf Pine-Bluestem Woodland,7507,2507,Tr Ozark-Ouachita Shortleaf Pine-Bluestem Woodland,Tree,Conifer,689,Shortleaf Pine Woodland,SAF 75: Shortleaf Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116,214,190,0.454902,0.839216,0.745098
7509,Mississippi River Alluvial Plain Dry-Mesic Loess Slope Forest,7509,2509,Tr Mississippi River Alluvial Plain Dry-Mesic Loess Slope Forest,Tree,Hardwood,667,White Oak-Beech Forest and Woodland,SAF 53: White Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,85,187,194,0.333333,0.733333,0.760784
7510,Crowley's Ridge Sand Forest,7510,2510,Tr Crowley's Ridge Sand Forest,Tree,Conifer-Hardwood,690,Shortleaf Pine-Oak Forest and Woodland,SAF 76: Shortleaf Pine-Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,116,214,190,0.454902,0.839216,0.745098
7511,Appalachian Northern Hardwood Forest,7370,2511,Tr Appalachian Northern Hardwood Forest,Tree,Hardwood,685,Pine-Hemlock-Hardwood Forest,SAF 60: Sugar Maple-Beech,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,0,38,115,0,0.14902,0.45098
7512,Appalachian (Hemlock)-Northern Hardwood Forest,7370,2512,Tr Appalachian Hemlock-Northern Hardwood Forest,Tree,Conifer-Hardwood,685,Pine-Hemlock-Hardwood Forest,SAF 60: Sugar Maple-Beech,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,0,38,115,0,0.14902,0.45098
7513,Lower Mississippi River Flatwoods,7513,2513,Tr Lower Mississippi River Flatwoods,Tree,Riparian,684,Pine Flatwoods,SAF 92: Sweetgum-Willow Oak,Tree-dominated,Open tree canopy,Deciduous open tree canopy,145,255,115,0.568627,1,0.45098
7514,Central Florida Herbaceous Pondshore,7514,2514,He Central Florida Herbaceous Pondshore,Herb,Riparian,650,Depressional Wetland,SRM 819: Freshwater Marsh and Ponds,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,153,0,1,0.6,0
7515,Southern Coastal Plain Herbaceous Seep and Bog,7515,2515,He Southern Coastal Plain Herbaceous Seep and Bog,Herb,Riparian,675,Inland Marshes and Prairies,SRM 819: Freshwater Marsh and Ponds,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,153,0,1,0.6,0
7516,Atlantic Coastal Plain Sandhill Seep,7516,2516,He Atlantic Coastal Plain Sandhill Seep,Herb,Riparian,675,Inland Marshes and Prairies,SRM 819: Freshwater Marsh and Ponds,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,153,0,1,0.6,0
7517,Paleozoic Plateau Bluff and Talus Woodland,7517,2517,Tr Paleozoic Plateau Bluff and Talus,Tree,Hardwood,663,Black Oak Woodland and Savanna,SAF 110: Black Oak,Tree-dominated,Open tree canopy,Deciduous open tree canopy,85,187,194,0.333333,0.733333,0.760784
7518,North-Central Interior Wet Flatwoods,7518,2518,Tr North-Central Interior Wet Flatwoods,Tree,Riparian,673,Hardwood Flatwoods,SAF 65: Pin Oak-Sweetgum,Tree-dominated,Open tree canopy,Deciduous open tree canopy,145,255,115,0.568627,1,0.45098
7519,East-Central Texas Plains Post Oak Savanna and Woodland,7519,2519,Tr East-Central Texas Plains Post Oak Savanna and Woodland,Tree,Hardwood,662,Post Oak Woodland and Savanna,SAF 40: Post Oak-Blackjack Oak,Tree-dominated,Open tree canopy,Deciduous open tree canopy,85,187,194,0.333333,0.733333,0.760784
7522,Northern Atlantic Coastal Plain Heathland,7522,2522,Sh Northern Atlantic Coastal Plain Heathland,Shrub,Shrubland,674,Heathland and Grassland,LF 49: Atlantic Coastal Plain Shrubland,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,240,165,46,0.941176,0.647059,0.180392
7523,Edwards Plateau Dry-Mesic Slope Forest and Woodland,7523,2523,Tr Edwards Plateau Dry-Mesic Slope Forest and Woodland,Tree,Conifer-Hardwood,696,Juniper-Oak,SRM 733: Juniper-Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,34,109,153,0.133333,0.427451,0.6
7524,Edwards Plateau Mesic Canyon,7524,2524,Tr Edwards Plateau Mesic Canyon,Tree,Hardwood,605,Bigtooth Maple Woodland,SRM 733: Juniper-Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,34,109,153,0.133333,0.427451,0.6
7525,Edwards Plateau Riparian Forest and Woodland,7525,2525,Tr Edwards Plateau Riparian,Tree,Riparian,668,Eastern Small Stream Riparian Forests,LF 42: Great Plains Riparian,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,6,53,122,0.023529,0.207843,0.478431
7527,East Gulf Coastal Plain Interior Oak Forest,7372,2527,Tr East Gulf Coastal Plain Interior Oak Forest,Tree,Hardwood,690,Shortleaf Pine-Oak Forest and Woodland,SAF 76: Shortleaf Pine-Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,116,214,190,0.454902,0.839216,0.745098
7545,East Gulf Coastal Plain Near-Coast Pine Wet Flatwoods,7454,2545,Tr East Gulf Coastal Plain Near-Coast Pine Wet Flatwoods,Tree,Riparian,684,Pine Flatwoods,SAF 83: Longleaf Pine-Slash Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116,214,204,0.454902,0.839216,0.8
7546,East Gulf Coastal Plain Interior Shortleaf Pine-Oak Forest,7372,2546,Tr East Gulf Coastal Plain Interior Shortleaf Pine-Oak Forest,Tree,Conifer-Hardwood,690,Shortleaf Pine-Oak Forest and Woodland,SAF 76: Shortleaf Pine-Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,116,214,190,0.454902,0.839216,0.745098
7547,Central Florida Pine Wet Flatwoods,7453,2547,Tr Central Florida Pine Wet Flatwoods,Tree,Riparian,684,Pine Flatwoods,SAF 83: Longleaf Pine-Slash Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116,214,204,0.454902,0.839216,0.8
7548,South Florida Pine Wet Flatwoods,7446,2548,Tr South Florida Pine Wet Flatwoods,Tree,Riparian,684,Pine Flatwoods,SRM 811: South Florida Flatwoods,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116,214,204,0.454902,0.839216,0.8
7554,Acadian Low-Elevation Hardwood Forest,7373,2554,Tr Acadian Low-Elevation Hardwood Forest,Tree,Hardwood,693,Spruce-Fir-Hardwood Forest,SAF 33: Red Spruce-Balsam Fir,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,186,54,14,0.729412,0.211765,0.054902
7555,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,7373,2555,Tr Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Tree,Conifer-Hardwood,693,Spruce-Fir-Hardwood Forest,SAF 33: Red Spruce-Balsam Fir,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,186,54,14,0.729412,0.211765,0.054902
7556,Central Appalachian Oak Rocky Woodland,7377,2556,Tr Central Appalachian Rocky Oak Woodland,Tree,Hardwood,664,Chestnut Oak-Virginia Pine Forest and Woodland,SAF 44: Chestnut Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,13,69,133,0.05098,0.270588,0.521569
7557,Central Appalachian Pine-Oak Rocky Woodland,7377,2557,Tr Central Appalachian Rocky Pine-Oak Woodland,Tree,Conifer-Hardwood,664,Chestnut Oak-Virginia Pine Forest and Woodland,SAF 44: Chestnut Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,13,69,133,0.05098,0.270588,0.521569
7560,Tamaulipan Mesquite Upland Scrub,7391,2391,Tr Tamaulipan Mesquite Upland Scrub,Shrub,Shrubland,613,Desert Scrub,SRM 728: Mesquite-Ganjeno-Acacia,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,82,52,34,0.321569,0.203922,0.133333
7561,Llano Uplift Acidic Herbaceous Glade,7410,2410,Tr Llano Uplift Acidic Forest Woodland and Glade,Herb,Grassland,670,Glades and Barrens,SRM 733: Juniper-Oak,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,34,109,153,0.133333,0.427451,0.6
7562,Tamaulipan Riparian Shrubland,7467,2476,Tr Tamaulipan Riparian Systems,Shrub,Riparian,668,Eastern Small Stream Riparian Forests,LF 42: Great Plains Riparian,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,6,53,122,0.023529,0.207843,0.478431
7563,Edwards Plateau Riparian Shrubland,7525,2525,Tr Edwards Plateau Riparian,Shrub,Riparian,668,Eastern Small Stream Riparian Forests,LF 42: Great Plains Riparian,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,6,53,122,0.023529,0.207843,0.478431
7564,Edwards Plateau Riparian Herbaceous,7525,2525,Tr Edwards Plateau Riparian,Herb,Riparian,668,Eastern Small Stream Riparian Forests,LF 42: Great Plains Riparian,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,6,53,122,0.023529,0.207843,0.478431
7565,Florida Peninsula Inland Scrub Woodland,7387,2387,Tr Florida Peninsula Inland Scrub,Tree,Conifer,691,Southern Scrub Oak,SAF 72: Southern Scrub Oak,Tree-dominated,Open tree canopy,Evergreen open tree canopy,145,255,115,0.568627,1,0.45098
7566,Florida Dry Prairie Shruband,7425,2425,Sh Florida Dry Prairie,Shrub,Shrubland,688,Prairies and Barrens,SRM 814: Cabbage Palms Flatwoods,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,116,214,204,0.454902,0.839216,0.8
7567,Southern Coastal Plain Blackland Prairie Woodland,7430,2430,Tr Southern Coastal Plain Blackland Prairie and Woodland,Tree,Conifer-Hardwood,688,Prairies and Barrens,SAF 46: Eastern Redcedar,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,0,38,115,0,0.14902,0.45098
7571,Southern Coastal Plain Seepage Swamp and Baygall Shrubland,7461,2461,Tr Southern Coastal Plain Seepage Swamp and Baygall,Shrub,Riparian,694,Atlantic Swamp Forests,LF 46: Atlantic Coastal Plain Swamp,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,216,216,191,0.847059,0.847059,0.74902
7573,Tamaulipan Riparian Herbaceous,7467,2476,Tr Tamaulipan Riparian Systems,Herb,Riparian,668,Eastern Small Stream Riparian Forests,LF 42: Great Plains Riparian,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,6,53,122,0.023529,0.207843,0.478431
7578,East Gulf Coastal Plain Wet Savanna,7485,2485,Tr East Gulf Coastal Plain Savanna and Wet Prairie,Tree,Riparian,675,Inland Marshes and Prairies,SRM 819: Freshwater Marsh and Ponds,Tree-dominated,Sparse tree canopy,Evergreen sparse tree canopy,255,153,0,1,0.6,0
7582,Ozark-Ouachita Oak Forest and Woodland,7367,2582,Tr Ozark-Ouachita Oak Forest and Woodland,Tree,Hardwood,690,Shortleaf Pine-Oak Forest and Woodland,SAF 76: Shortleaf Pine-Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,116,214,190,0.454902,0.839216,0.745098
7583,Ozark-Ouachita Shortleaf Pine-Oak Forest and Woodland,7367,2583,Tr Ozark-Ouachita Shortleaf Pine-Oak Forest and Woodland,Tree,Conifer-Hardwood,690,Shortleaf Pine-Oak Forest and Woodland,SAF 76: Shortleaf Pine-Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,116,214,190,0.454902,0.839216,0.745098
7584,West Gulf Coastal Plain Hardwood Forest,7371,2584,Tr West Gulf Coastal Plain Hardwood Forest,Tree,Hardwood,689,Shortleaf Pine Woodland,SAF 82: Loblolly Pine-Hardwood,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,145,255,115,0.568627,1,0.45098
7585,West Gulf Coastal Plain Pine-Hardwood Forest,7371,2585,Tr West Gulf Coastal Plain Pine-Hardwood Forest,Tree,Conifer-Hardwood,689,Shortleaf Pine Woodland,SAF 82: Loblolly Pine-Hardwood,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,145,255,115,0.568627,1,0.45098
7586,West Gulf Coastal Plain Sandhill Oak Forest and Woodland,7378,2586,Tr West Gulf Coastal Plain Sandhill Oak Forest and Woodland,Tree,Hardwood,689,Shortleaf Pine Woodland,SAF 76: Shortleaf Pine-Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,116,214,190,0.454902,0.839216,0.745098
7587,West Gulf Coastal Plain Sandhill Oak and Shortleaf Pine Forest and Woodland,7378,2587,Tr West Gulf Coastal Plain Sandhill Oak and Shortleaf Pine Forest and Woodland,Tree,Conifer-Hardwood,689,Shortleaf Pine Woodland,SAF 76: Shortleaf Pine-Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,116,214,190,0.454902,0.839216,0.745098
7588,East Gulf Coastal Plain Southern Hardwood Flatwoods,7455,2588,Tr East Gulf Coastal Plain Southern Hardwood Flatwoods,Tree,Hardwood,684,Pine Flatwoods,SAF 91: Swamp Chestnut Oak-Cherrybark Oak,Tree-dominated,Open tree canopy,Deciduous open tree canopy,100,204,206,0.392157,0.8,0.807843
7589,East Gulf Coastal Plain Southern Loblolly-Hardwood Flatwoods,7455,2589,Tr East Gulf Coastal Plain Southern Loblolly-Hardwood Flatwoods,Tree,Conifer-Hardwood,684,Pine Flatwoods,SAF 91: Swamp Chestnut Oak-Cherrybark Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,100,204,206,0.392157,0.8,0.807843
7590,West Gulf Coastal Plain Hardwood Flatwoods,7458,2590,Tr West Gulf Coastal Plain Hardwood Flatwoods,Tree,Hardwood,684,Pine Flatwoods,SAF 82: Loblolly Pine-Hardwood,Tree-dominated,Open tree canopy,Deciduous open tree canopy,145,255,115,0.568627,1,0.45098
7591,West Gulf Coastal Plain Pine-Hardwood Flatwoods,7458,2591,Tr West Gulf Coastal Plain Pine-Hardwood Flatwoods,Tree,Conifer-Hardwood,684,Pine Flatwoods,SAF 82: Loblolly Pine-Hardwood,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,145,255,115,0.568627,1,0.45098
7662,Temperate Pacific Freshwater Emergent Marsh,7662,2662,He Temperate Pacific Freshwater Emergent Marsh,Herb,Riparian,765,Freshwater Marsh,SRM 909: Freshwater Marsh,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,255,153,0,1,0.6,0
7663,North Pacific Shrub Swamp,7663,2663,Sh North Pacific Shrub Swamp,Shrub,Shrubland,774,Shrub Swamp,SRM 917: Tall Shrub Swamp,Shrub-dominated,Shrubland,Deciduous shrubland,166,76,17,0.65098,0.298039,0.066667
7668,Temperate Pacific Tidal Salt and Brackish Marsh,7668,2668,He Temperate Pacific Tidal Salt and Brackish Marsh,Herb,Riparian,780,Tidal Marsh,LF 50: Tidal Flats and Marshes,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,255,153,10,1,0.6,0.039216
7669,Temperate Pacific Intertidal Flat,7669,2794,Sps Pacific Maritime Sparsely Vegetated,Sparse,Sparsely Vegetated,700,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated,100,100,100,0.392157,0.392157,0.392157
7733,North Pacific Montane Massive Bedrock-Cliff and Talus,7733,2003,Sps North Pacific Sparsely Vegetated Systems,Sparse,Sparsely Vegetated,700,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated,100,100,100,0.392157,0.392157,0.392157
7734,North Pacific Alpine and Subalpine Bedrock and Scree,7734,2003,Sps North Pacific Sparsely Vegetated Systems,Sparse,Sparsely Vegetated,700,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated,100,100,100,0.392157,0.392157,0.392157
7735,North American Glacier and Ice Field,7735,12,Ba Snow-Ice,Snow-Ice,Snow-Ice,12,Snow-Ice,LF 12: Snow-Ice,Non-vegetated,Non-vegetated,Non-vegetated,159,161,240,0.623529,0.631373,0.941176
7736,Unconsolidated Shore,7736,2736,Sps Unconsolidated Shore,Sparse,Sparsely Vegetated,700,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated,100,100,100,0.392157,0.392157,0.392157
7737,North American Glacial Outwash,7737,2737,Sps North American Glacial Outwash,Sparse,Sparsely Vegetated,700,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated,100,100,100,0.392157,0.392157,0.392157
7754,Agriculture-Pasture and Hay,7754,81,Dab Agriculture-Pasture and Hay,Herb,Agricultural,81,Agriculture-Pasture and Hay,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,227,212,28,0.890196,0.831373,0.109804
7755,Agriculture-Cultivated Crops and Irrigated Agriculture,7755,82,Da Agriculture-Cultivated Crops and Irrigated Agriculture,Agriculture,Agricultural,82,Agriculture-Cultivated Crops and Irrigated Agriculture,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,250,255,119,0.980392,1,0.466667
7800,Hawai'i Floodplain Forest,7800,2800,Tr Hawai'i Floodplain Forest,Tree,Riparian,797,Hawai'i Riparian Forest,LF 100: Hawai'i Riparian Forest,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,255,105,46,1,0.411765,0.180392
7802,Hawai'i Riparian Forest,7802,2802,Tr Hawai'i Riparian Forest and Shrubland,Tree,Riparian,797,Hawai'i Riparian Forest,LF 100: Hawai'i Riparian Forest,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,255,105,46,1,0.411765,0.180392
7804,Hawai'i Freshwater Marsh,7804,2804,He Hawai'i Freshwater Marsh,Herb,Riparian,765,Freshwater Marsh,SRM 909: Freshwater Marsh,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,255,153,0,1,0.6,0
7806,Hawai'i Bog,7806,2806,He Hawai'i Bog,Herb,Grassland,675,Inland Marshes and Prairies,LF 78: Hawai'i Mesic Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,255,114,48,1,0.447059,0.188235
7807,Northern Polynesia Tidal Salt Marsh,7807,2807,He Northern Polynesia Tidal Salt Marsh,Herb,Grassland,809,Pacific Islands Swamp/Marsh,LF 102: Pacific Islands Tidal Marsh,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,255,153,10,1,0.6,0.039216
7808,Hawai'i Lowland Rainforest,7808,2808,Tr Hawai'i Lowland Rainforest,Tree,Hardwood,790,Hawai'i Rainforest,LF 73: Hawai'i Rainforest,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,192,255,138,0.752941,1,0.541176
7809,Hawai'i Montane Cloud Forest,7809,2809,Tr Hawai'i Montane Cloud Forest,Tree,Hardwood,790,Hawai'i Rainforest,LF 73: Hawai'i Rainforest,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,192,255,138,0.752941,1,0.541176
7810,Hawai'i Montane Rainforest,7810,2810,Tr Hawai'i Montane Rainforest,Tree,Hardwood,790,Hawai'i Rainforest,LF 73: Hawai'i Rainforest,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,192,255,138,0.752941,1,0.541176
7811,Hawai'i Wet Cliff and Ridge Crest Shrubland,7811,2811,Sh Hawai'i Wet Cliff and Ridge Crest Shrubland,Shrub,Shrubland,794,Hawai'i Mesic Shrubland,LF 76: Hawai'i Mesic Shrubland,Shrub-dominated,Shrubland,Evergreen shrubland,150,58,12,0.588235,0.227451,0.047059
7812,Hawai'i Mesic Coastal Forest,7812,2812,Tr Hawai'i Mesic Coastal Forest,Tree,Hardwood,792,Hawai'i Mesic Forest,LF 75: Hawai'i Mesic Forest,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,0,92,0,0,0.360784,0
